1.0,44.0,0.30806285282375706
2.0,42.0,0.3056327016521448
3.0,14.0,0.22662374240235272
3.0,44.0,0.31415059593121414
3.0,49.0,0.3459598128624984
3.0,53.0,0.30571285925679953
4.0,34.0,0.2137576917319221
4.0,42.0,0.2658875175443065
4.0,64.0,0.08344084044503214
4.0,67.0,0.11892096111627469
6.0,19.0,0.15906348647146368
6.0,20.0,0.3557311033040442
7.0,11.0,0.3491409506921878
7.0,15.0,0.25992574721694833
7.0,45.0,0.17594553909092983
7.0,55.0,0.21302816318905196
8.0,24.0,0.1866559958471001
8.0,35.0,0.13312949367359833
8.0,47.0,0.18082132975070386
8.0,50.0,0.1206185224712544
8.0,59.0,0.26166234346207107
8.0,61.0,0.0612561604809621
9.0,11.0,0.2029818245180518
9.0,42.0,0.23631333408351213
9.0,45.0,0.37563096148194325
9.0,55.0,0.3391700299641685
9.0,65.0,0.3182084017465809
10.0,22.0,0.17306758234505143
10.0,44.0,0.11953774843340036
10.0,51.0,0.21870174185720484
10.0,57.0,0.10515035237759547
10.0,60.0,0.1544345740630636
11.0,7.0,0.3491409506921878
11.0,9.0,0.2029818245180518
11.0,36.0,0.22355486386191722
11.0,45.0,0.17319629168981743
11.0,55.0,0.1363395311412049
12.0,21.0,0.2622097468570917
12.0,25.0,0.1129542396538334
12.0,49.0,0.056662175698567595
14.0,3.0,0.22662374240235272
14.0,17.0,0.06265745339344313
14.0,59.0,0.35505686392766295
15.0,7.0,0.25992574721694833
16.0,22.0,0.1695533875789031
16.0,39.0,0.0705882443398603
16.0,44.0,0.1342366977223274
16.0,51.0,0.23327274105785403
16.0,57.0,0.09817712703226142
16.0,60.0,0.14915858524012685
17.0,14.0,0.06265745339344313
17.0,59.0,0.2929396155253913
18.0,19.0,0.21932840732784414
18.0,65.0,0.30850121364360833
19.0,6.0,0.15906348647146368
19.0,18.0,0.21932840732784414
19.0,21.0,0.3756773731355514
19.0,24.0,0.2935215459325663
19.0,52.0,0.1485490993859309
19.0,53.0,0.1162421173236213
20.0,6.0,0.3557311033040442
21.0,12.0,0.2622097468570917
21.0,19.0,0.3756773731355514
21.0,25.0,0.3751557017532133
21.0,47.0,0.1900277316901184
21.0,49.0,0.3187470673526052
21.0,53.0,0.2596683651535759
22.0,10.0,0.17306758234505143
22.0,16.0,0.1695533875789031
22.0,44.0,0.2728233196603324
23.0,61.0,0.34471753046407866
24.0,8.0,0.1866559958471001
24.0,19.0,0.2935215459325663
24.0,31.0,0.3147802437833126
24.0,47.0,0.3575151511237906
24.0,61.0,0.2438637330842743
24.0,65.0,0.3809909224548248
25.0,12.0,0.1129542396538334
25.0,21.0,0.3751557017532133
25.0,49.0,0.0567273791850993
25.0,58.0,0.363443794587031
25.0,62.0,0.24837329844682085
26.0,45.0,0.32252286633916455
26.0,55.0,0.28550324990699033
26.0,56.0,0.17301051733251058
26.0,65.0,0.3470699888901165
28.0,48.0,0.29648626132113814
28.0,54.0,0.19418851023445405
29.0,34.0,0.26742278509026873
29.0,42.0,0.29971948946766774
30.0,36.0,0.39093515642599624
30.0,42.0,0.18017265145347797
31.0,24.0,0.3147802437833126
31.0,50.0,0.24330238962342024
31.0,59.0,0.23253234295970276
33.0,34.0,0.20804224514661906
33.0,42.0,0.2525658252452557
34.0,4.0,0.2137576917319221
34.0,29.0,0.26742278509026873
34.0,33.0,0.20804224514661906
34.0,43.0,0.2659629459645883
34.0,63.0,0.19804840890056996
34.0,64.0,0.13083061963105277
34.0,67.0,0.09666048492269871
35.0,8.0,0.13312949367359833
35.0,50.0,0.24685052996318452
35.0,51.0,0.3726222931199811
35.0,59.0,0.12963451858951688
35.0,61.0,0.07501772560694747
36.0,11.0,0.22355486386191722
36.0,30.0,0.39093515642599624
38.0,59.0,0.2913775794785067
39.0,16.0,0.0705882443398603
39.0,44.0,0.2042494516827016
39.0,51.0,0.30292238611825384
40.0,61.0,0.34692803923106247
42.0,2.0,0.3056327016521448
42.0,4.0,0.2658875175443065
42.0,9.0,0.23631333408351213
42.0,29.0,0.29971948946766774
42.0,30.0,0.18017265145347797
42.0,33.0,0.2525658252452557
42.0,43.0,0.32798792733287846
